-30,-9,26,25,39,27,-53,-54,2,-40,19,-17,42,-33,44,-46,12,32,-11,-21,20,-35,-52,-37,-4,-3,-6,-43,-45,1,-50,-18,14,36,22,-34,24,48,-5,10,-49,-13,28,-15,29,16,51,-38,41,31,-47,23,7,8
3,-24,-1,-47,-36,-9,-8,7,6,25,-16,37,-17,-20,53,11,13,-52,38,14,45,-48,50,2,-10,44,35,33,-49,-41,54,43,-28,-51,-27,5,-12,-19,46,-42,30,40,-32,-26,-21,-39,4,22,29,-23,34,18,-15,-31
15,19,-18,46,17,-10,-51,-41,20,6,40,21,-54,47,-1,-28,-5,3,-2,-9,-12,-29,-48,25,-24,-35,-52,16,22,32,-34,-30,50,31,26,-44,43,49,42,-11,8,-39,-37,36,-53,-4,-14,23,-38,-33,7,27,45,13
34,-16,44,30,33,47,14,-17,-13,-48,52,-18,9,-7,41,2,8,12,-27,40,-35,42,-32,53,37,29,19,51,-26,-4,50,23,-5,-1,21,38,-25,-36,54,-20,-15,-22,46,-3,-49,-43,-6,10,45,-31,-28,-11,-24,-39
-21,-52,27,22,-38,45,-13,49,39,24,-43,-50,7,25,-37,-36,-47,-34,42,-41,1,-4,33,-10,-14,35,-3,-54,48,53,44,-40,-23,18,-26,16,15,5,-9,32,20,-19,11,-31,-6,51,17,-29,-8,12,-46,2,-30,28
-29,21,-16,-7,23,-51,4,38,-32,-22,-45,52,19,-41,-49,3,-27,-53,-13,-30,-2,10,-5,-47,28,-33,17,-25,1,20,37,9,26,43,39,-42,-31,-8,-35,-44,14,36,-34,40,11,54,24,-50,15,48,6,-12,18,-46
48,-10,-21,35,12,-27,-45,-9,8,2,37,-5,-24,-43,51,17,-16,-50,-49,-26,3,-32,38,13,-36,20,6,40,-44,46,-54,22,-34,33,-4,25,-11,-23,47,-28,42,-41,14,29,7,-30,-39,-1,19,18,-15,53,-52,31
-22,30,37,5,-4,33,24,-48,50,-20,34,-13,12,42,-19,-38,52,49,15,10,-54,1,35,-7,27,39,-25,31,-36,-2,-28,51,-6,-11,-23,29,-3,16,-26,46,-47,-14,-53,-45,44,-40,41,8,-18,-9,-32,-17,43,21
-31,-54,-30,-51,38,28,-37,-46,-10,9,-52,16,-23,18,-35,-12,-25,-14,-21,22,19,-20,13,27,17,45,-24,-6,-33,3,1,-43,29,41,15,40,7,-5,-53,-36,-34,48,32,50,-26,8,49,-42,-47,-44,4,11,39,2
-40,12,-11,-39,-21,-8,26,6,48,15,3,-2,30,-22,-10,-51,-42,19,-18,-50,5,14,-38,-34,-43,-7,33,36,31,-13,-29,-45,-27,24,-41,-28,46,23,4,1,35,17,25,47,32,-37,-44,-9,54,20,16,-53,52,-49
-6,39,49,13,-29,1,20,-15,11,-32,-9,54,-4,37,8,43,35,-28,53,-7,-34,24,36,-22,51,38,-47,18,5,52,-42,10,44,21,-17,-23,-14,-26,-2,48,50,31,-16,-33,46,-45,27,-40,-3,-41,-25,-30,-19,-12
12,-14,29,24,-39,-53,17,45,31,13,-33,-1,-10,2,-36,-40,-7,26,-52,42,-37,-25,-49,-4,22,-18,28,-27,-3,-51,-9,47,11,-48,43,15,21,41,5,16,-38,-20,-35,46,-8,-44,-32,34,23,-54,30,19,6,50
